,Question,reponse,type
2036,هل مع تقدم السن يصبح اجراء العملية صعبًا؟عمري18ولكن اعتقد بان سأجري العملية بين عمر 20-26 بسبب ظروف اتمنى الرد الشامل وتوضيح الأمر,العمليه لاتتاثر بالعمر اذا كان التأجيل لعمر ٢٠ لكن مشكلات تقدم الفك هي التي ستستمر من تنفس فموي وعدم انطباق الشفتين وصعوبه المضغ,أمراض الأسنان
2037,حامل ومعاي اسنان كان فيها حشوه وطاحت ومن بعدها بس صداع موطبيعي مستمر مقدر اسويها او اخذ مسكن ممنوع علي قلبي يوجعني منها وراسي مع دوخه وش الحل,الحل هو زيارة طبيب الأسنان في أسرع وقت.إن الإجراء لحل هذه المشكلة آمن ولا يؤثر عليه حقيقة كونك حاملًا.,أمراض الأسنان
2038,الدكتور اعطاني بخاخ ل الم الاسنان ومن بعدها في جروح وتقرحات هل البخاخ يسبب هذا او في سبب ثاني ؟,بخاخ الاستان غير مخصص للاستخدام من قبل المريض وهو لتخدير منطقه اعطاء ابره التخدير وحود التقرحات اما ان المنطقه تخدرت لفتره بسيطه وقمت بالعض عليها او ان البخاخ تسبب بتهيج المنطقه يجبايقاف البخاخ,أمراض الأسنان
2039,سائل يخرج من اللثه ولا اعرف السبب واحس انه ينزل من الرأس الى اللثه واخرجه,قد يكون خراج لو السائل اصفر او مائل للاصفرار,أمراض الأسنان
2040,مركب سنه من السنتين الى قدام من حوالى ٨سنين من كام يوم بقت تلخلخ جامد وفى واجع فى اللسه فوقها وحاسس بورم فى اللثه,يحب اجراء فحص سريري وصوره شعاعيه ضروري لتشخيص الحاله والعلاج,أمراض الأسنان
2041,انا لدي الم كبير يحدث مابين فترة واخى في الجهة اليسرى من راسي الى اذني وفكي هل يمكن ان يكون من تسوس الضرس الذي لدي لانني اتناول ادوية للالتهاب قبل خلعه,اذا عندك سن متسوس او ضرس عقل بنفس الجهة اليسرى التى تشكو منها فاحتمال كبير جدا ان يكون هو السبب الرئيسي لمشكلتك فبعد اخذ الاشعه البانورميه باشري بعلاجه وباذن الله يخف معك والف سلامه عليك,أمراض الأسنان
2042,دكتور انا من مده طويله السن مفتوح عصب للتنظيف ما نظف ووضع حشوه موقته الان ذابت الحشوة والسن مفتوح وسبب لي التهاب والان احس نبضات وعندي سفر لمدة ٣ أيام ما الحل حتى انتهاء مدة الثلاثة أيام؟,يجب البدء في اخذ مضاد حيوي مع المسكن المضاد للالتهاب لكن يجب ان يصفهم لك طبيب الاسنان بجرعات معينه وهذا العلاج لمدة ٥ ايام لاسبوع اوحتي ينتهي كورس المضاد ابحيوى كله بعدها يجب علاجه فورا وإلا يعود كما كان او اسوأ,أمراض الأسنان
2043,الالم تحت السان والالم بل بلعم وعند شرب الماء اشعر بل ازعج اسناني يشعر بي لساني,الصورة المرفقه طبيعيه لا داعي للقلق,أمراض الأسنان
2044,حاله كسر بالفك السفلي نتيجه حادثه تفتت الفك وتم اضافه عظام صناعيه للفك من سنتين وتم عمل عمليه اخري لزياده تحمل العظام واخذ شرايح من الراس. حاليا عدي شهر ع العمليه ويوجد ورم بالخد وصولا لبدايه الدقن ما هو سبب التورم هل اضافه العظام ام الشرائح والمسامير هي السبب وهل سيزول مرفق صوره لاحاله والاشعه,نعم من المفترض ان يزول الورم بالتدريج لا داعي للقلق طالما انها تحت مراجعه الطبيب المعالج,أمراض الأسنان
2045,"السلام عليكم
من 10سنين وضعت حشوة لضرس مع العلم ان عصبه مسحوب ومنذ سنتين ازلت الحشوة وبعدها لم اضع له حشوة مرة ثانية. بين فترة وفترة أعمل له تنظيف ان كان بالخيط او خشب الاسنان لكن من بعد ما اجريت له تنظيف بخشب الاسنان حصل عندي ورم وآلام أعلى الضرس اخذت سفالكسين منذ 4 ايام والوجع بعده موجود.ما الحل؟",الحل الوحيد هو زيارة طبيب الاسنان ولا يوجد اي حلول اخرى تغني عن ذلك…,أمراض الأسنان
2046,قامت الطبيبة بسحب عصبين من ضرسي و لكن اخبرتني ان العصبين الاخرين مسدودين و لم تتمكن من الوصول اليهما بقي ضرسي مكشوفا و طلبت منها ان تغطيها بحشو مؤقت هل من علاج غير الخلع,نعم ان صدق قولك ف انت تحتاج الى اخصائي علاج جذور الاسنان,أمراض الأسنان
2047,أنا أم مرضع عمري 33 عام لا اشكو من أي مرض قبل 22 يوم اخذت ابرة منع الحمل، سؤالي بعد الاستيقاظ اليوم اشعر بطعم مالح جداً في فمي حتى عند تناول السكر لا أشعر بطعمه فقط طعم الملح لا يوجد لدي زكام ولا اي اعراض مرضيه واضحه ولا اعاني من جفاف ما هو السبب مع العلم بأن طعم الملوحة شديد وكأنه ملح حقيقي داخل فمي,"تغير في التوازن الكيميائي في الجسم، وخاصة في مستوى الصوديوم والبوتاسيوم. وقد يكون ذلك بسبب الحقنة التي تلقيتيها منذ 22 يوما، حيث أن بعض أنواع الحقن المستخدمة في منع الحمل يمكن أن تؤثر على مستوى الصوديوم في الجسم.
كما يمكن أن يكون السبب هو التهاب في الفم، والذي يؤدي إلى إفراز العديد من المواد الكيميائية التي قد تؤدي إلى ظهور طعم مالح في الفم.
ينصح بزيارة طبيب الأسنان أو الطبيب العام لتقييم الحالة وتحديد السبب الحقيقي لملوحة الفم. كما يمكن تجربة الحفاظ على ترطيب الفم بشرب الماء بكميات كافية وتجنب الأطعمة المالحة والتدخين، كونها تميل إلى تسبب جفاف الفم وزيادة الشعور بالملوحة.",أمراض الأسنان
2048,يوم الاحد سويت عمليه خلع اضراس العقل واحد منها فيه قطن اقدر اشيله الحين واخاف اشيله يحصل نزيف وموعدي بعد اسبوع لدكتور,تقدري تشيليه مفيش مشكلة,أمراض الأسنان
2049,السلام عليكم . لدي خراج في الفم ، ويسبب لي رائحة كريهة جدا ..ما الحل من فضلكم ؟ حاولت علاجها بالغسول او الماء والملح لكن لا جدوى ..افيدونا ولن انساكم من الدعاء وجزاكم الله خير,وعليكم السلام ورحمة الله وبركاته الغسول ليس علاج للخراج ...يجب الذهاب لطبيب الاسنان حتى نعرف سبب الخراج ان كان بسبب تسوس ضرس او سن معين ووصوله للعصب والتهابه او هو من اللثة....وبالتالي يتم علاج السبب ان كان بالتنظيف وعلاج الجذور او علاج اللثة وقد يكتب لك مضادا حيويا ايضا ... يجب علاج السبب,أمراض الأسنان
